title|introtext|created|modified
7/2/2017 - He is Risen. Do you Believe?|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0702-John20.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0702-John20.mp3">Download</a>&nbsp;<br />Title: He is Risen. Do you Believe?<br /><div><span>Main passage: John 20<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-07-02 06:00:00|2017-07-03 00:48:40
7/9/2017 - John's Epilog|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0709-John21.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0709-John21.mp3">Download</a>&nbsp;<br />Title: John's Epilog<br /><div><span>Main passage: John 21<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-07-09 06:00:00|2017-07-09 22:48:12
7/16/2017 - This is the First Day of the Rest of Your Life|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0716-2Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0716-2Cor4.mp3">Download</a>&nbsp;<br />Title:&nbsp;This is the First Day of the Rest of Your Life<br /><div><span>Main passage: 2 Corinthians 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-07-16 06:00:00|2017-07-16 21:11:00
7/23/2017 - Be of One Accord|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0723-Phil2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0723-Phil2.mp3">Download</a>&nbsp;<br />Title:&nbsp;Be of One Accord<br /><div><span>Main passage: Philippians 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-07-23 06:00:00|2017-07-24 04:48:11
7/30/2017 - Fasting|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0730-Various.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0730-Various.mp3">Download</a>&nbsp;<br />Title: Fasting<br /><div><span>Main passage: Various<br />Preached by: Kenneth Akwar<br /></span></div><div><span><br /></span></div>|2017-07-30 06:00:00|2017-07-30 19:36:48
8/06/2017 - Acts 1|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0806-Acts1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0806-Acts1.mp3">Download</a>&nbsp;<br />Title: Acts 1<br /><div><span>Main passage: Acts 1<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-08-06 06:00:00|2017-08-13 19:35:43
8/13/2017 - Acts 1|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0813-Acts1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0813-Acts1.mp3">Download</a>&nbsp;<br />Title: Acts 1<br /><div><span>Main passage: Acts1<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-08-13 06:00:00|2017-08-13 19:36:24
8/20/2017 - Holy Spirit - Upon You|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0820-Acts2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0820-Acts2.mp3">Download</a>&nbsp;<br />Title: Holy Spirit - Upon You<br /><div><span>Main passage: Acts2<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-08-20 06:00:00|2017-08-24 02:26:20
8/27/2017 - And The Lord Added To The Church|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0827-Acts2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0827-Acts2.mp3">Download</a>&nbsp;<br />Title: And The Lord Added To The Church<br /><div><span>Main passage: Acts2<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-08-27 06:00:00|2017-08-27 17:55:16
9/3/2017 - Capitulate|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0903-Col1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0903-Col1.mp3">Download</a>&nbsp;<br />Title: Capitulate<br /><div><span>Main passage: Col1<br />Preached by: Lonny Davis (Uncle Lonny)<br /></span></div><div><span><br /></span></div>|2017-09-03 06:00:00|2017-09-10 18:18:42
9/10/2017 - Rise Up and Walk|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0910-Acts3.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0910-Acts3.mp3">Download</a>&nbsp;<br />Title: Rise Up and Walk<br /><div><span>Main passage: Acts 3<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-09-10 06:00:00|2017-09-10 18:16:40
9/17/2017 - Boldly Proclaim|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0917-Acts4.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0917-Acts4.mp3">Download</a>&nbsp;<br />Title: Boldly Proclaim<br /><div><span>Main passage: Acts 4<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-09-17 06:00:00|2017-09-27 04:12:08
9/24/2017 - Hypocrisy|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0924-Acts5.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0924-Acts5.mp3">Download</a>&nbsp;<br />Title: Hypocrisy<br /><div><span>Main passage: Acts 5<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-09-24 06:00:00|2017-09-27 04:07:48
10/1/2017 - We must obey God rather than men|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1001-Acts5.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1001-Acts5.mp3">Download</a>&nbsp;<br />Title: We must obey God, rather than men<br /><div><span>Main passage: Acts 5<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-10-01 06:00:00|2017-10-01 20:28:17
10/8/2017 - Growing the Body|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1008-Acts6.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1008-Acts6.mp3">Download</a>&nbsp;<br />Title: We must obey God, rather than men<br /><div><span>Main passage: Acts 6<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-10-08 06:00:00|2017-10-08 19:32:32
10/15/2017 - The Tale of Two Deacons|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1015-Acts7.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1015-Acts7.mp3">Download</a>&nbsp;<br />Title: The Tale of Two Deacons<br /><div><span>Main passage: Acts 7<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-10-15 06:00:00|2017-10-15 18:14:46
10/22/2017 - Led To Share The Gospel|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1022-Acts8.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1022-Acts8.mp3">Download</a>&nbsp;<br />Title: Let To Share The Gospel<br /><div><span>Main passage: Acts 8<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-10-22 06:00:00|2017-10-22 22:58:42
10/29/2017 - What Do You Want Me To Do Lord?|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1029-Acts9.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1029-Acts9.mp3">Download</a>&nbsp;<br />Title: What Do You Want Me To Do Lord?<br /><div><span>Main passage: Acts 9<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-10-29 06:00:00|2017-10-30 01:37:16
11/5/2017 - Go|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1105-Acts10.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1105-Acts10.mp3">Download</a>&nbsp;<br />Title: Go<br /><div><span>Main passage: Acts 10<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-11-05 05:00:00|2017-11-05 21:18:55
11/12/2017 - Whosoever|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1112-Acts11.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1112-Acts11.mp3">Download</a>&nbsp;<br />Title: Whosoever<br /><div><span>Main passage: Acts 11<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-11-12 06:00:00|2017-11-14 05:59:30
11/19/2017 - It's Time to Get Up|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/1119-Acts12.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/1119-Acts12.mp3">Download</a>&nbsp;<br />Title: It's Time to Get Up<br /><div><span>Main passage: Acts 12<br />Preached by: Pastor Ken Davis<br /></span></div><div><span><br /></span></div>|2017-11-19 06:00:00|2017-11-21 05:24:43
11/26/2017 - Paul's Missionary Journeys Begin|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1126-Acts13.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1126-Acts13.mp3">Download</a>&nbsp;<br />Title: Paul's Missionary Journeys Begin<br /><div><span>Main passage: Acts 13<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-11-26 06:00:00|2017-11-26 19:55:20
12/03/2017 - Despite Praise and Persecution, Paul's Journey Continues|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1203-Acts14.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1203-Acts14.mp3">Download</a>&nbsp;<br />Title: Despite Praise and Persecution, Paul's Journey Continues<br /><div><span>Main passage: Acts 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-12-03 06:00:00|2017-12-03 20:16:07
12/10/2017 - Beware of the Judaizers|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1210-Acts15.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1210-Acts15.mp3">Download</a>&nbsp;<br />Title: Beware of the Judaizers<br /><div><span>Main passage: Acts 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-12-10 06:00:00|2017-12-11 03:34:54
12/17/2017 - Teach Them Diligently|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1217-Acts16.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1217-Acts16.mp3">Download</a>&nbsp;<br />Title: Teach Them Diligently<br /><div><span>Main passage: Acts 16<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-12-17 06:00:00|2017-12-17 20:01:37
12/24/2017 - The Greatest Gift Giver|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1224-Genesis1.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1224-Genesis1.mp3">Download</a>&nbsp;<br />Title: The Greatest Gift Giver<br /><div><span>Main passage: Genesis 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-12-24 06:00:00|2017-12-24 19:43:24
12/31/2017 - Our Ultimate Goal|{s5_mp3}http://mediasave.org/ccswm/sermons/2017/1231-Heb11.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2017/1231-Heb11.mp3">Download</a>&nbsp;<br />Title: Our Ultimate Goal<br /><div><span>Main passage: Hebrews 11<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-12-31 06:00:00|2018-01-01 01:19:40
1/7/2018 - Guided By The Spirit|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0107-Acts16.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0107-Acts16.mp3">Download</a>&nbsp;<br />Title: Guided By The Spirit<br /><div><span>Main passage: Acts 16<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-01-07 06:00:00|2018-01-07 22:55:31
1/14/2018 - The Power of a Faithful Witness|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0114-Acts16.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0114-Acts16.mp3">Download</a>&nbsp;<br />Title: The Power of a Faithful Witness<br /><div><span>Main passage: Acts 16<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-01-14 06:00:00|2018-01-15 02:02:06
1/21/2018 - How do you respond to the Gospel?|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0121-Acts17.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0121-Acts17.mp3">Download</a>&nbsp;<br />Title: How do you respond to the Gospel?<br /><div><span>Main passage: Acts 17<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-01-21 06:00:00|2018-01-22 00:54:49
1/28/2018 - Preaching Christ to a Lost World|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0128-Acts17.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0128-Acts17.mp3">Download</a>&nbsp;<br />Title: Preaching Christ to a Lost World<br /><div><span>Main passage: Acts 17<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-01-28 06:00:00|2018-02-02 08:30:51
2/4/2018 - Camaraderie In The Gospel|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0204-Acts18.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0204-Acts18.mp3">Download</a>&nbsp;<br />Title: Camaraderie In The Gospel<br /><div><span>Main passage: Acts 18<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-02-04 06:00:00|2018-02-04 20:52:49
2/11/2018 - The Person, Power, and Presence of the Holy Spirit - Part I|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0211-Acts19.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0211-Acts19.mp3">Download</a>&nbsp;<br />Title: The Person, Power, and Presence of the Holy Spirit - Part I<br /><div><span>Main passage: Acts 18<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-02-11 06:00:00|2018-02-12 03:54:48
2/18/2018 - The Person, Power, and Presence of the Holy Spirit - Part II|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0218-Acts19.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0218-Acts19.mp3">Download</a>&nbsp;<br />Title: The Person, Power, and Presence of the Holy Spirit - Part II<br /><div><span>Main passage: Acts 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-02-18 06:00:00|2018-02-22 04:36:51
2/25/2018 - God's gifts - Edifying the Body of Christ|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0225-Acts19.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0225-Acts19.mp3">Download</a>&nbsp;<br />Title: God's gifts - Edifying the Body of Christ<br /><div><span>Main passage: Acts 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-02-25 06:00:00|2018-02-25 20:27:07
3/4/2018 - Facing The Spiritual Battle|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0304-Acts19.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0304-Acts19.mp3">Download</a>&nbsp;<br />Title: Facing The Spiritual Battle<br /><div><span>Main passage: Acts 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-03-04 06:00:00|2018-03-04 20:27:04
3/11/2018 - Riot At Ephesus|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0311-Acts19.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0311-Acts19.mp3">Download</a>&nbsp;<br />Title: Riot At Ephesus<br /><div><span>Main passage: Acts 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-03-11 07:00:00|2018-03-11 19:22:22
3/18/2018 - Walking In The Will of God|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0318-Acts20.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0318-Acts20.mp3">Download</a>&nbsp;<br />Title: Walking In The Will of God<br /><div><span>Main passage: Acts 20<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-03-18 06:00:00|2018-03-19 05:31:01
3/25/2018 - Fellowship, Forgiveness, and Faith, in the Face of Fear|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0325-Acts21.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0325-Acts21.mp3">Download</a>&nbsp;<br />Title:&nbsp;Fellowship, Forgiveness, and Faith, in the Face of Fear<br /><div><span>Main passage: Acts 21<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-03-25 06:00:00|2018-04-02 01:33:43
4/1/2018 - The Truth of God's Word|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0401-Various.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0401-Various.mp3">Download</a>&nbsp;<br />Title: The Truth of God's Word<br /><div><span>Main passage: Acts 21<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-04-01 06:00:00|2018-04-02 01:28:15
4/8/2018 - Blinded by Prejudice|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0408-Acts22.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0408-Acts22.mp3">Download</a>&nbsp;<br />Title: Blinded by Prejudice<br /><div><span>Main passage: Acts 22<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-04-08 06:00:00|2018-04-08 23:07:58
4/15/2018 - A Plot Foiled|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0415-Acts23.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0415-Acts23.mp3">Download</a>&nbsp;<br />Title: A Plot Foiled<br /><div><span>Main passage: Acts 23<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-04-15 06:00:00|2018-04-19 07:19:36
4/22/2018 - Not Ashamed|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0422-Acts24.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0422-Acts24.mp3">Download</a>&nbsp;<br />Title: A Plot Foiled<br /><div><span>Main passage: Acts 24<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-04-22 06:00:00|2018-04-22 18:46:45
4/29/2018 - Almost Persuaded|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0429-Acts25.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0429-Acts25.mp3">Download</a>&nbsp;<br />Title: Almost Persuaded<br /><div><span>Main passage: Acts 25<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-04-29 06:00:00|2018-04-30 00:21:25
5/6/2018 - God of the Storm|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0506-Acts27.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0506-Acts27.mp3">Download</a>&nbsp;<br />Title: God of The Storm<br /><div><span>Main passage: Acts 27<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-05-06 06:00:00|2018-05-06 20:08:28
5/13/2018 - God Ordained Coincidences|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0513-Acts28.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0513-Acts28.mp3">Download</a>&nbsp;<br />Title: God Ordained Coincidences<br /><div><span>Main passage: Acts 28<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-05-13 06:00:00|2018-05-13 20:33:14
5/20/2018 - A Walk Through Ephesians|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0520-Eph1.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0520-Eph1.mp3">Download</a>&nbsp;<br />Title: A Walk Through Ephesians<br /><div><span>Main passage: Ephesians 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-05-20 06:00:00|2018-05-20 23:26:29
5/27/2018 - One in Christ|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0527-Eph2.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0527-Eph2.mp3">Download</a>&nbsp;<br />Title: One in Christ<br /><div><span>Main passage: Ephesians 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-05-27 06:00:00|2018-06-04 01:05:55
6/3/2018 - God's Overwhelming Love|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0603-Eph3.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0603-Eph3.mp3">Download</a>&nbsp;<br />Title: God's Overwhelming Love<br /><div><span>Main passage: Ephesians 3<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-06-03 06:00:00|2018-06-04 01:05:29
6/10/2018 - A Worthy Walk|{s5_mp3}http://mediasave.org/ccswm/sermons/2018/0610-Eph4.mp3{/s5_mp3}<br /><a target="_blank" href="http://mediasave.org/ccswm/sermons/2018/0610-Eph4.mp3">Download</a>&nbsp;<br />Title: A Worthy Walk<br /><div><span>Main passage: Ephesians 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2018-06-10 06:00:00|2018-06-10 22:06:31
